year,flu week,MS rate,MS pop,MS count,MS weighted rate,MI rate,MI count,MI pop,MI weighted rate,SA rate,SA count,SA pop,SA weighted rate,LA rate,LA count,LA pop,LA weighted rate,FL rate,FL count,FL pop,FL weighted rate,PW rate,PW count,PW pop,PW weighted rate,RA rate,RA count,RA pop,RA weighted rate
1.0,34.0,0.0,109432.0,0.0,1.3161457181182037e-06,0.0,0.0,4223.0,1.61573648277871e-10,0.0,0.0,11394.0,5.2437019219262466e-05,0.00024317400000000003,7.0,28786.0,0.00015807299801797454,0.0,0.0,90853.0,5.111704987757906e-06,0.0,0.0,7012.0,1.2611205965253169e-11,0.0,0.0,40313.0,5.563691817808996e-07
1.0,35.0,0.0,109432.0,0.0,7.896874308709222e-07,0.0,0.0,4223.0,9.69441889667226e-11,0.0,0.0,11394.0,3.146221153155748e-05,0.0,0.0,28786.0,9.484379881078472e-05,1.1007e-05,1.0,90853.0,7.469822992654744e-06,0.0,0.0,7012.0,7.566723579151901e-12,0.0,0.0,40313.0,3.338215090685397e-07
1.0,36.0,0.0,109432.0,0.0,4.738124585225533e-07,0.0,0.0,4223.0,5.8166513380033555e-11,0.0,0.0,11394.0,1.887732691893449e-05,0.0,0.0,28786.0,5.690627928647083e-05,0.0,0.0,90853.0,4.481893795592847e-06,0.0,0.0,7012.0,4.540034147491141e-12,0.0,0.0,40313.0,2.0029290544112383e-07
1.0,37.0,0.0,109432.0,0.0,2.8428747511353197e-07,0.0,0.0,4223.0,3.489990802802013e-11,0.0,0.0,11394.0,1.1326396151360693e-05,0.0,0.0,28786.0,3.414376757188249e-05,0.0,0.0,90853.0,2.689136277355708e-06,0.0,0.0,7012.0,2.7240204884946845e-12,0.0,0.0,40313.0,1.201757432646743e-07
1.0,38.0,0.0,109432.0,0.0,1.7057248506811917e-07,0.0,0.0,4223.0,2.093994481681208e-11,0.0,0.0,11394.0,6.795837690816416e-06,0.0,0.0,28786.0,2.0486260543129494e-05,0.0,0.0,90853.0,1.6134817664134247e-06,0.0,0.0,7012.0,1.6344122930968107e-12,0.0,0.0,40313.0,7.210544595880457e-08
1.0,39.0,0.0,109432.0,0.0,1.023434910408715e-07,0.0,0.0,4223.0,1.2563966890087247e-11,0.0,0.0,11394.0,4.077502614489849e-06,0.0,0.0,28786.0,1.2291756325877696e-05,0.0,0.0,90853.0,9.680890598480548e-07,0.0,0.0,7012.0,9.806473758580864e-13,0.0,0.0,40313.0,4.326326757528274e-08
1.0,40.0,0.0,109432.0,0.0,6.14060946245229e-08,0.0,0.0,4223.0,7.538380134052348e-12,0.0,0.0,11394.0,2.4465015686939093e-06,0.0,0.0,28786.0,7.3750537955266174e-06,0.0,0.0,90853.0,5.808534359088329e-07,0.0,0.0,7012.0,5.883884255148518e-13,0.0,0.0,40313.0,2.5957960545169642e-08
1.0,41.0,0.0,109432.0,0.0,3.6843656774713736e-08,0.0,0.0,4223.0,4.5230280804314085e-12,0.0,0.0,11394.0,1.4679009412163454e-06,0.0,0.0,28786.0,4.4250322773159705e-06,0.0,0.0,90853.0,3.485120615452997e-07,0.0,0.0,7012.0,3.5303305530891106e-13,0.0,0.0,40313.0,1.5574776327101784e-08
1.0,42.0,0.0,109432.0,0.0,2.210619406482824e-08,0.0,0.0,4223.0,2.713816848258845e-12,0.0,0.0,11394.0,8.807405647298073e-07,0.0,0.0,28786.0,2.6550193663895824e-06,0.0,0.0,90853.0,2.0910723692717982e-07,0.0,0.0,7012.0,2.1181983318534662e-13,0.0,0.0,40313.0,9.34486579626107e-09
1.0,43.0,0.0,109432.0,0.0,1.3263716438896944e-08,0.0,0.0,4223.0,1.6282901089553069e-12,0.0,0.0,11394.0,5.284443388378844e-07,0.0,0.0,28786.0,1.5930116198337493e-06,0.0,0.0,90853.0,1.2546434215630787e-07,0.0,0.0,7012.0,1.2709189991120797e-13,0.0,0.0,40313.0,5.606919477756642e-09
1.0,44.0,0.0,109432.0,0.0,7.958229863338165e-09,0.0,0.0,4223.0,9.769740653731841e-13,0.0,0.0,11394.0,3.170666033027306e-07,0.0,0.0,28786.0,9.558069719002495e-07,0.0,0.0,90853.0,7.527860529378473e-08,0.0,0.0,7012.0,7.625513994672478e-14,0.0,0.0,40313.0,3.364151686653985e-09
1.0,45.0,0.0,109432.0,0.0,4.774937918002899e-09,0.0,0.0,4223.0,5.861844392239105e-13,0.0,0.0,11394.0,1.9023996198163837e-07,0.0,0.0,28786.0,5.734841831401497e-07,0.0,0.0,90853.0,4.516716317627084e-08,0.0,0.0,7012.0,4.5753083968034865e-14,0.0,0.0,40313.0,2.018491011992391e-09
1.0,46.0,0.0,109432.0,0.0,2.8649627508017395e-09,0.0,0.0,4223.0,3.517106635343463e-13,0.0,0.0,11394.0,1.1414397718898302e-07,0.0,0.0,28786.0,3.440905098840898e-07,0.0,0.0,90853.0,2.7100297905762503e-08,0.0,0.0,7012.0,2.7451850380820918e-14,0.0,0.0,40313.0,1.2110946071954345e-09
1.0,47.0,0.0,109432.0,0.0,1.7189776504810436e-09,0.0,0.0,4223.0,2.1102639812060776e-13,0.0,0.0,11394.0,6.848638631338981e-08,0.0,0.0,28786.0,2.0645430593045386e-07,0.0,0.0,90853.0,1.6260178743457502e-08,0.0,0.0,7012.0,1.647111022849255e-14,0.0,0.0,40313.0,7.266567643172606e-10
1.0,48.0,0.0,109432.0,0.0,1.031386590288626e-09,0.0,0.0,4223.0,1.2661583887236465e-13,0.0,0.0,11394.0,4.1091831788033884e-08,0.0,0.0,28786.0,1.238725835582723e-07,0.0,0.0,90853.0,9.7561072460745e-09,0.0,0.0,7012.0,9.882666137095529e-15,0.0,0.0,40313.0,4.359940585903564e-10
1.0,49.0,0.0,109432.0,0.0,6.188319541731756e-10,0.0,0.0,4223.0,7.596950332341878e-14,0.0,0.0,11394.0,2.465509907282033e-08,0.0,0.0,28786.0,7.432355013496338e-08,0.0,0.0,90853.0,5.8536643476447e-09,0.0,0.0,7012.0,5.929599682257317e-15,0.0,0.0,40313.0,2.615964351542138e-10
1.0,50.0,0.0,109432.0,0.0,3.7129917250390536e-10,0.0,0.0,4223.0,4.5581701994051266e-14,0.0,0.0,11394.0,1.4793059443692197e-08,0.0,0.0,28786.0,4.459413008097803e-08,0.0,0.0,90853.0,3.51219860858682e-09,0.0,0.0,7012.0,3.55775980935439e-15,0.0,0.0,40313.0,1.569578610925283e-10
1.0,51.0,0.0,109432.0,0.0,2.227795035023432e-10,0.0,0.0,4223.0,2.734902119643076e-14,0.0,0.0,11394.0,8.875835666215318e-09,0.0,0.0,28786.0,2.6756478048586817e-08,0.0,0.0,90853.0,2.107319165152092e-09,0.0,0.0,7012.0,2.1346558856126335e-15,0.0,0.0,40313.0,9.417471665551697e-11
1.0,52.0,0.0,109432.0,0.0,1.3366770210140593e-10,0.0,0.0,4223.0,1.6409412717858455e-14,0.0,0.0,11394.0,5.325501399729191e-09,0.0,0.0,28786.0,1.605388682915209e-08,0.0,0.0,90853.0,1.2643914990912551e-09,0.0,0.0,7012.0,1.2807935313675801e-15,0.0,0.0,40313.0,5.6504829993310185e-11
1.0,53.0,0.0,109432.0,0.0,8.020062126084356e-11,0.0,0.0,4223.0,9.845647630715072e-15,0.0,0.0,11394.0,3.1953008398375144e-09,0.0,0.0,28786.0,9.632332097491254e-09,0.0,0.0,90853.0,7.58634899454753e-10,0.0,0.0,7012.0,7.684761188205481e-16,0.0,0.0,40313.0,3.390289799598611e-11
2.0,1.0,0.0,110172.0,0.0,4.812037275650613e-11,0.0,0.0,4223.0,5.907388578429043e-15,0.0,0.0,11394.0,1.9171805039025086e-09,0.0,0.0,28786.0,5.779399258494752e-09,0.0,0.0,90853.0,4.551809396728518e-10,0.0,0.0,7012.0,4.610856712923289e-16,0.0,0.0,40313.0,2.0341738797591667e-11
2.0,2.0,0.0,110172.0,0.0,2.8872223653903677e-11,0.0,0.0,4212.0,3.5444331470574255e-15,0.0,0.0,11392.0,1.1503083023415051e-09,0.0,0.0,28968.0,3.467639555096851e-09,0.0,0.0,91236.0,2.7310856380371105e-10,0.0,0.0,7077.0,2.766514027753973e-16,0.0,0.0,40357.0,1.2205043278554999e-11
2.0,3.0,0.0,110172.0,0.0,1.7323334192342204e-11,0.0,0.0,4212.0,2.1266598882344553e-15,0.0,0.0,11392.0,6.90184981404903e-10,0.0,0.0,28968.0,2.0805837330581104e-09,0.0,0.0,91236.0,1.6386513828222663e-10,0.0,0.0,7077.0,1.659908416652384e-16,0.0,0.0,40357.0,7.323025967132998e-12
2.0,4.0,0.0,110172.0,0.0,1.0394000515405323e-11,0.0,0.0,4212.0,1.275995932940673e-15,0.0,0.0,11392.0,4.141109888429418e-10,0.0,0.0,28968.0,1.2483502398348662e-09,0.0,0.0,91236.0,9.831908296933597e-11,0.0,0.0,7077.0,9.959450499914304e-17,0.0,0.0,40357.0,4.393815580279799e-12
2.0,5.0,0.0,110172.0,0.0,6.236400309243194e-12,0.0,0.0,4212.0,7.655975597644038e-16,0.0,0.0,11392.0,2.484665933057651e-10,0.0,0.0,28968.0,7.490101439009196e-10,0.0,0.0,91236.0,5.899144978160158e-11,0.0,0.0,7077.0,5.975670299948582e-17,0.0,0.0,40357.0,2.6362893481678793e-12
2.0,6.0,0.0,110172.0,0.0,3.741840185545916e-12,0.0,0.0,4212.0,4.593585358586423e-16,0.0,0.0,11392.0,1.4907995598345907e-10,0.0,0.0,28968.0,4.494060863405518e-10,0.0,0.0,91236.0,3.539486986896094e-11,0.0,0.0,7077.0,3.585402179969149e-17,0.0,0.0,40357.0,1.5817736089007274e-12
2.0,7.0,0.0,110172.0,0.0,2.2451041113275496e-12,0.0,0.0,4212.0,2.7561512151518533e-16,0.0,0.0,11392.0,8.944797359007544e-11,0.0,0.0,28968.0,2.6964365180433107e-10,0.0,0.0,91236.0,2.1236921921376566e-11,0.0,0.0,7077.0,2.1512413079814892e-17,0.0,0.0,40357.0,9.490641653404364e-13
2.0,8.0,0.0,110172.0,0.0,1.3470624667965297e-12,0.0,0.0,4212.0,1.6536907290911119e-16,0.0,0.0,11392.0,5.366878415404526e-11,0.0,0.0,28968.0,1.6178619108259863e-10,0.0,0.0,91236.0,1.274215315282594e-11,0.0,0.0,7077.0,1.2907447847888935e-17,0.0,0.0,40357.0,5.694384992042618e-13
2.0,9.0,0.0,110172.0,0.0,8.082374800779178e-13,0.0,0.0,4212.0,9.922144374546671e-17,0.0,0.0,11392.0,3.220127049242716e-11,0.0,0.0,28968.0,9.707171464955918e-11,0.0,0.0,91236.0,7.645291891695564e-12,0.0,0.0,7077.0,7.744468708733361e-18,0.0,0.0,40357.0,3.416630995225571e-13
2.0,10.0,0.0,110172.0,0.0,4.849424880467507e-13,0.0,0.0,4212.0,5.953286624728002e-17,0.0,0.0,11392.0,1.9320762295456295e-11,0.0,0.0,28968.0,5.82430287897355e-11,0.0,0.0,91236.0,4.587175135017338e-12,0.0,0.0,7077.0,4.646681225240016e-18,0.0,0.0,40357.0,2.0499785971353425e-13
2.0,11.0,0.0,110172.0,0.0,2.909654928280504e-13,0.0,0.0,4212.0,3.5719719748368013e-17,0.0,0.0,11392.0,1.1592457377273777e-11,0.0,0.0,28968.0,3.4945817273841304e-11,0.0,0.0,91236.0,2.7523050810104026e-12,0.0,0.0,7077.0,2.7880087351440097e-18,0.0,0.0,40357.0,1.2299871582812055e-13
2.0,12.0,0.0,110172.0,0.0,1.7457929569683023e-13,0.0,0.0,4212.0,2.1431831849020808e-17,0.0,0.0,11392.0,6.955474426364266e-12,0.0,0.0,28968.0,2.096749036430478e-11,0.0,0.0,91236.0,1.6513830486062414e-12,0.0,0.0,7077.0,1.6728052410864058e-18,0.0,0.0,40357.0,7.379922949687233e-14
2.0,13.0,9.077e-06,110172.0,1.0,3.6308001047475773e-06,0.0,0.0,4212.0,1.2859099109412484e-17,0.0,0.0,11392.0,4.173284655818559e-12,0.0,0.0,28968.0,1.2580494218582867e-11,0.0,0.0,91236.0,9.908298291637447e-13,0.0,0.0,7077.0,1.0036831446518435e-18,0.0,0.0,40357.0,4.4279537698123394e-14
2.0,14.0,0.0,110172.0,0.0,2.1784800628485465e-06,0.0,0.0,4212.0,7.71545946564749e-18,0.0,0.0,11392.0,2.5039707934911354e-12,0.0,0.0,28968.0,7.54829653114972e-12,0.0,0.0,91236.0,5.944978974982468e-13,0.0,0.0,7077.0,6.022098867911061e-19,0.0,0.0,40357.0,2.6567722618874034e-14
2.0,15.0,9.077e-06,110172.0,1.0,4.937888037709128e-06,0.0,0.0,4212.0,4.629275679388494e-18,0.0,0.0,11392.0,1.5023824760946812e-12,0.0,0.0,28968.0,4.528977918689832e-12,0.0,0.0,91236.0,3.566987384989481e-13,0.0,0.0,7077.0,3.613259320746637e-19,0.0,0.0,40357.0,1.594063357132442e-14
2.0,16.0,9.077e-06,110172.0,1.0,6.5935328226254766e-06,0.0,0.0,4212.0,2.7775654076330963e-18,0.0,0.0,11392.0,9.014294856568087e-13,0.0,0.0,28968.0,2.717386751213899e-12,0.0,0.0,91236.0,2.1401924309936883e-13,0.0,0.0,7077.0,2.167955592447982e-19,0.0,0.0,40357.0,9.564380142794651e-15
2.0,17.0,9.077e-06,110172.0,1.0,7.586919693575286e-06,0.0,0.0,4212.0,1.6665392445798577e-18,0.0,0.0,11392.0,5.408576913940852e-13,3.4521e-05,1.0,28968.0,1.3808401630432051e-05,6.5764e-05,6.0,91236.0,2.6305600128411548e-05,0.0,0.0,7077.0,1.300773355468789e-19,0.0,0.0,40357.0,5.738628085676791e-15
2.0,18.0,2.723e-05,110172.0,3.0,1.5444151816145172e-05,0.0,0.0,4212.0,9.999235467479146e-19,0.0,0.0,11392.0,3.245146148364511e-13,0.0,0.0,28968.0,8.28504097825923e-06,0.00048226599999999997,44.0,91236.0,0.00020868976007704692,0.0,0.0,7077.0,7.804640132812734e-20,0.0,0.0,40357.0,3.4431768514060742e-15
2.0,19.0,9.077e-06,110172.0,1.0,1.2897291089687102e-05,0.0,0.0,4212.0,5.999541280487488e-19,0.0,0.0,11392.0,1.9470876890187065e-13,3.4521e-05,1.0,28968.0,1.8779424586955537e-05,0.00030689599999999997,28.0,91236.0,0.0002479722560462281,0.0,0.0,7077.0,4.6827840796876407e-20,0.0,0.0,40357.0,2.0659061108436445e-15
2.0,20.0,2.723e-05,110172.0,3.0,1.8630374653812263e-05,0.0,0.0,4212.0,3.5997247682924927e-19,0.0,0.0,11392.0,1.168252613411224e-13,0.0,0.0,28968.0,1.1267654752173322e-05,0.000295936,27.0,91236.0,0.0002671577536277369,0.0,0.0,7077.0,2.8096704478125845e-20,7.4337e-05,3.0,40357.0,2.9734800001239547e-05
2.0,21.0,1.8153e-05,110172.0,2.0,1.843942479228736e-05,0.0,0.0,4212.0,2.1598348609754955e-19,0.0,0.0,11392.0,7.009515680467344e-14,0.0,0.0,28968.0,6.760592851303993e-06,6.5764e-05,6.0,91236.0,0.00018660025217664213,0.0,0.0,7077.0,1.6858022686875507e-20,4.9558e-05,2.0,40357.0,3.766408000074373e-05
2.0,22.0,1.8153e-05,110172.0,2.0,1.8324854875372415e-05,0.0,0.0,4212.0,1.2959009165852972e-19,0.000263343,3.0,11392.0,0.0001053372000420571,0.0,0.0,28968.0,4.056355710782395e-06,2.1921e-05,2.0,91236.0,0.00012072855130598527,0.0,0.0,7077.0,1.0114813612125303e-20,7.4337e-05,3.0,40357.0,5.2333248000446244e-05
2.0,23.0,1.8153e-05,110172.0,2.0,1.825611292522345e-05,0.0,0.0,4212.0,7.775405499511784e-20,0.0,0.0,11392.0,6.320232002523425e-05,0.0,0.0,28968.0,2.433813426469437e-06,0.000657635,60.0,91236.0,0.00033549113078359114,0.0,0.0,7077.0,6.068888167275182e-21,0.000123894,5.0,40357.0,8.095754880026775e-05
